鄉鎮市區,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,交易年月日,建築完成年月,交易筆棟數,移轉層次,建物型態,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,主建物面積,附屬建物面積,陽台面積,電梯
文山區,羅斯福路五段２２５之２號三樓,18.61,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第肆種住宅區)。,1100110,0731006,土地5建物1車位0,三層,華廈(10層含以下有電梯),120.11,3,2,2,有,有,23950000,199401,,94.99,0.0,17.72,有
松山區,南京東路五段２３９號十六樓之１８,4.2,都市：其他:聯合開發區(捷)。,1100110,0980331,土地1建物1車位0,十六層,住宅大樓(11層含以上有電梯),52.540000000000006,1,1,1,有,有,13980000,266083,,31.01,0.0,3.58,有
信義區,永吉路３０巷１４５號二樓,26.44,都市：其他:第三種住宅區。,1100112,0961231,土地1建物1車位1,二層,華廈(10層含以下有電梯),125.81,2,1,1,有,有,29660000,244201,其他,58.15,6.11,3.68,有
中山區,民權東路一段７２號十樓之７,4.71,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,1100106,0670119,土地1建物1車位0,十層,住宅大樓(11層含以上有電梯),45.09,3,2,2,有,有,7340000,162786,,38.68,0.0,0.0,有
中山區,民權東路一段７２號十樓之８,4.8,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,1100106,0670119,土地1建物1車位0,十層,住宅大樓(11層含以上有電梯),45.54,3,2,2,有,有,7340000,161177,,39.07,0.0,0.0,有
中山區,雙城街３巷１６號五樓,18.04,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,1100113,1090102,土地1建物1車位1,五層,住宅大樓(11層含以上有電梯),232.26,4,2,3,有,有,53600000,257089,坡道平面,119.61,3.76,8.15,有
中山區,雙城街３巷１２號七樓,15.77,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,1100119,1090102,土地1建物1車位1,七層,住宅大樓(11層含以上有電梯),205.63,3,2,2,有,有,45880000,252058,坡道平面,100.63,2.64,10.84,有
內湖區,民權東路六段１５０之３號七樓之１,7.42,都市：其他:第三種商業區。,1100105,0980106,土地1建物1車位1,七層,住宅大樓(11層含以上有電梯),122.22999999999999,2,2,1,有,有,18620000,152348,坡道平面,50.47,0.0,3.64,有
大同區,雙連街７５號十二樓,21.92,都市：其他:第四種住宅區。,1100105,1060726,土地1建物1車位1,十二層,住宅大樓(11層含以上有電梯),226.88,4,2,2,有,有,54080000,238364,坡道平面,114.68,2.64,16.2,有
南港區,研究院路二段１２巷５７弄２之１號六樓,24.46,都市：其他:第三種住宅區。,1100115,1050301,土地2建物1車位0,六層,華廈(10層含以下有電梯),107.21000000000001,2,1,2,有,無,19169000,178799,,51.29,6.73,5.0,有
松山區,八德路四段１８１巷１７弄４８號四樓,21.69,都市：其他:第三種住宅區。,1100110,0950213,土地1建物1車位0,四層,華廈(10層含以下有電梯),74.99000000000001,2,2,1,有,有,17080000,227764,,43.54,2.87,3.91,有
北投區,行義路１７８之１號四樓,32.95,都市：其他:第二種住宅區。,1100119,0730412,土地1建物1車位1,四層,華廈(10層含以下有電梯),175.57000000000002,3,2,2,有,有,19000000,108219,坡道平面,135.24,0.0,14.53,有
士林區,中山北路六段１９５巷８號四樓之３,31.88,都市：其他:第三種住宅區。,1100110,0970506,土地1建物1車位1,四層,住宅大樓(11層含以上有電梯),179.38,3,2,2,有,有,42500000,236927,坡道平面,84.51,2.81,4.71,有
大安區,四維路１７０巷３６號八樓之７,15.28,都市：其他:第三種住宅區。,1100122,0980115,土地1建物1車位0,八層,華廈(10層含以下有電梯),81.44,2,1,2,有,有,24390000,299484,,42.76,4.63,5.34,有
萬華區,西園路二段５２巷１８弄４號三樓,28.0,都市：其他:道路用地(公共設施用地)。62/8/29,1100114,0580508,土地2建物1車位0,三層,公寓(5樓含以下無電梯),69.92,3,2,1,有,無,7800000,111556,,69.92,0.0,0.0,無
南港區,經貿二路２３５巷６０弄２８號八樓,33.13,都市：其他:住宅區(供商務住宅使用)。,1100108,1011026,土地1建物1車位1,八層,住宅大樓(11層含以上有電梯),228.62,4,2,2,有,有,43500000,225126,坡道平面,106.94,11.58,7.24,有
中山區,民族東路４１０巷４７號五樓,27.67,都市：其他:第三種住宅區。,1100120,0731024,土地1建物1車位0,五層,華廈(10層含以下有電梯),135.39000000000001,4,1,2,有,有,22880000,168993,,104.88,0.0,13.63,有
大安區,安和路二段８８號十四樓之３,23.4,都市：其他:第三之一種住宅區。,1100111,0780810,土地2建物1車位1,十四層,住宅大樓(11層含以上有電梯),266.9,4,2,3,有,有,78680000,323795,坡道平面,159.83,0.0,38.47,有
大安區,光復南路６９２巷３１號二樓,33.6,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,1100120,0730615,土地2建物1車位0,二層,公寓(5樓含以下無電梯),132.14000000000001,3,2,2,有,無,22910000,173377,,105.63,0.0,11.54,無
士林區,天母北路９巷１０號三樓之１,15.03,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,1100103,1060428,土地1建物1車位1,三層,華廈(10層含以下有電梯),74.94999999999999,1,1,1,有,有,18600000,273516,塔式車位,34.61,2.23,4.95,有
中山區,中山北路二段５９巷４５號十六樓之８,5.01,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,1100117,0880928,土地1建物1車位0,十六層,住宅大樓(11層含以上有電梯),44.85,1,1,1,有,有,11200000,249721,,29.76,0.0,4.94,有
中山區,松江路２５巷５號五樓,8.83,都市：其他:第三種住宅區。,1100109,0971118,土地1建物1車位0,五層,住宅大樓(11層含以上有電梯),46.629999999999995,1,1,1,有,有,12500000,268068,,17.75,6.71,4.31,有
中山區,新生北路一段９０號七樓之２,17.11,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之貳種住宅區)。,1100111,0770716,土地1建物1車位0,七層,住宅大樓(11層含以上有電梯),133.75,3,2,2,有,有,24800000,185421,,105.64,0.96,11.88,有
松山區,八德路四段６３６號八樓之１,4.75,都市：其他:第三種商業區。,1100103,1021216,土地1建物1車位1,八層,住宅大樓(11層含以上有電梯),63.019999999999996,1,1,1,有,有,15500000,287152,坡道機械,27.81,2.74,0.0,有
信義區,基隆路一段１７號五樓之３,11.09,都市：其他:第三種住宅區。,1100106,1021107,土地5建物1車位0,五層,住宅大樓(11層含以上有電梯),103.59,3,2,2,有,有,24000000,231683,,61.21,1.88,6.47,有
北投區,公路２６８號,36.0,都市：其他:第三種住宅區。,1100122,0580815,土地1建物1車位0,二層,公寓(5樓含以下無電梯),83.85,3,2,1,有,無,9400000,112105,,83.85,0.0,0.0,無
內湖區,民權東路六段２１０巷２１弄７號六樓之１,7.04,都市：其他:第一種商業區。,1100124,1081111,土地1建物1車位1,六層,華廈(10層含以下有電梯),55.83,1,1,1,有,有,13200000,236432,塔式車位,22.04,2.64,4.46,有
內湖區,民權東路六段２１０巷２１弄３號八樓之１,11.52,都市：其他:第一種商業區。,1100109,1081111,土地1建物1車位1,八層,華廈(10層含以下有電梯),86.00999999999999,1,1,1,有,有,20880000,242762,塔式車位,35.42,6.15,6.96,有
內湖區,民權東路六段２１０巷２１弄３號二樓,7.49,都市：其他:第一種商業區。,1100118,1081111,土地1建物1車位1,二層,華廈(10層含以下有電梯),58.08,1,1,1,有,有,13900000,239325,塔式車位,23.61,2.75,4.39,有
內湖區,內湖路二段１７９巷２２４弄１０號四樓,51.27,都市：其他:第二種住宅區。,1100106,0720314,土地2建物1車位0,四層,公寓(5樓含以下無電梯),105.48,3,2,1,有,有,14600000,138415,,86.03,0.0,10.58,無
中山區,德惠街４５號八樓之１７,4.0,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,1100113,0681215,土地1建物1車位0,八層,華廈(10層含以下有電梯),32.120000000000005,1,1,1,有,無,4950000,154110,,20.78,0.0,5.34,有
萬華區,西藏路１９９巷６１號三樓,24.03,都市：其他:第三種住宅區。,1100106,1090407,土地1建物1車位1,三層,華廈(10層含以下有電梯),102.67,2,2,1,有,有,18000000,175319,其他,53.28,1.11,5.63,有
文山區,興隆路二段６１巷２７號四樓,27.62,都市：其他:第三種住宅區。,1100108,1020812,土地1建物1車位1,四層,住宅大樓(11層含以上有電梯),190.95,3,2,2,有,有,34500000,180676,坡道平面,96.58,6.66,5.34,有
文山區,政大二街１３３號十三樓,74.39,都市：其他:第二種住宅區。,1100106,0850824,土地1建物1車位1,十三層,住宅大樓(11層含以上有電梯),154.9,3,2,2,有,有,14930000,96385,坡道平面,80.83,2.59,9.73,有
中山區,松江路３２８號十樓之７,6.86,都市：其他:第三種商業區(原屬第參之貳種住宅區於七十九年九月十三日變更為第貳種商業區又於八十四年九月二十七日調整為第參種商業區(均應依前述都市計畫說明書圖規定辦理))。,1100122,0661208,土地2建物1車位0,十層,住宅大樓(11層含以上有電梯),70.2,2,1,1,有,有,16280000,231909,,53.76,0.0,5.5,有
內湖區,金龍路２２２巷２號十一樓之３,41.09,都市：其他:第三種住宅區。,1100114,0821213,土地1建物1車位1,十一層,住宅大樓(11層含以上有電梯),132.25,2,2,2,有,有,21600000,163339,坡道平面,72.68,0.0,12.94,有
中山區,建國北路一段１５０號七樓之１０,6.24,都市：其他:第三之二種住宅區及第三種住宅區。,1100109,0990318,土地1建物1車位0,七層,住宅大樓(11層含以上有電梯),48.46,1,1,1,有,有,13280000,274040,,28.02,4.01,0.0,有
北投區,三合街一段７９巷３６號二樓,45.34,都市：其他:第三種住宅區。,1100111,1050712,土地1建物1車位1,二層,華廈(10層含以下有電梯),261.4,3,2,3,有,有,41500000,158761,坡道平面,125.74,2.79,12.36,有
大同區,民生西路２３６號九樓之２,3.04,都市：其他:第三種商業區。,1100114,0930916,土地1建物1車位0,九層,住宅大樓(11層含以上有電梯),28.86,1,1,1,有,有,5000000,173250,,19.09,0.0,0.0,有
松山區,富錦街３７２號,79.0,都市：其他:住宅用地(民生社區特定專用區)。,1100127,0560614,土地1建物1車位0,一層,公寓(5樓含以下無電梯),175.88,3,2,2,有,無,82500000,469070,,157.55,18.33,0.0,無
中山區,林森北路１０７巷４３號四樓之４,5.9,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種住宅區)。,1100114,0810130,土地1建物1車位0,四層,華廈(10層含以下有電梯),34.32,1,1,1,有,有,4600000,134033,,24.2,1.38,3.12,有
中山區,林森北路８５巷７１號二樓,39.25,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種住宅區)。,1100129,0551026,土地1建物1車位0,二層,公寓(5樓含以下無電梯),121.95,6,0,6,有,無,16300000,133661,,119.06,0.0,2.89,無
內湖區,新富街１５８號十樓,50.96,都市：其他:住宅區。,1100112,1010601,土地1建物1車位2,十層,住宅大樓(11層含以上有電梯),347.09000000000003,4,2,2,有,有,67000000,193034,坡道平面,161.13,2.0,18.6,有
士林區,文林路６６１巷３８弄３號,27.0,都市：其他:第三種住宅區。,1100107,0580524,土地1建物1車位0,一層,公寓(5樓含以下無電梯),46.0,3,0,3,有,無,11000000,239130,,46.0,0.0,0.0,無
士林區,延平北路六段２１１號十樓之１,33.99,都市：其他:第一種商業區。,1100128,1050525,土地4建物1車位2,十層,住宅大樓(11層含以上有電梯),195.89,3,2,2,有,有,28300000,144476,升降機械,88.04,4.54,11.96,有
北投區,奇岩路２３２號四樓,102.8,都市：其他:第二種住宅區 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,1100113,0900925,土地1建物1車位2,四層,華廈(10層含以下有電梯),307.28999999999996,4,2,2,有,有,37080000,120668,坡道平面,126.54,4.14,20.2,有
大安區,和平東路一段１９１號三樓之１,3.68,都市：其他:第三種住宅區。,1100105,1071224,土地2建物1車位0,三層,住宅大樓(11層含以上有電梯),38.29,1,0,1,有,有,12800000,334291,,20.35,1.2,1.69,有
士林區,社子街２５巷３弄１號二樓,32.25,都市：其他:第三種住宅區。,1100122,0610606,土地1建物1車位0,二層,公寓(5樓含以下無電梯),61.46,2,1,1,有,無,7200000,117149,,61.46,0.0,0.0,無
士林區,中山北路六段３５巷１０號十二樓,12.8,都市：其他:第三種住宅區。,1100124,1051003,土地1建物1車位1,十二層,住宅大樓(11層含以上有電梯),118.4,2,2,1,有,有,31880000,337462,坡道平面,45.12,3.82,8.46,有
內湖區,民權東路六段１５０之３號十三樓之５,12.66,都市：其他:第三種商業區。,1100105,0980106,土地1建物1車位1,十三層,住宅大樓(11層含以上有電梯),182.95,3,2,2,有,有,30000000,163979,坡道平面,82.54,2.51,9.78,有
內湖區,行善路２５巷１弄５號二樓,47.3,都市：其他:住宅區(供拆遷安置專案住宅使用)。,1100118,0870506,土地1建物1車位0,二層,華廈(10層含以下有電梯),124.08,3,2,2,有,有,18950000,152724,,74.1,0.0,7.06,有
南港區,成福路１６８號二樓之７,14.92,都市：其他:道路用地(公共設施用地)。61/2/7,1100122,0840627,土地2建物1車位0,二層,華廈(10層含以下有電梯),67.91,0,0,0,無,有,8200000,120748,,32.42,0.53,4.0,有
萬華區,武昌街二段１２４之２號八樓之１５,3.42,都市：其他:第四種商業區。,1100127,0630806,土地1建物1車位0,八層,華廈(10層含以下有電梯),23.82,0,0,0,無,有,3300000,138539,,17.17,0.0,0.0,有
萬華區,武昌街二段１２４之２號八樓之１６,3.42,都市：其他:第四種商業區。,1100127,0630806,土地1建物1車位0,八層,華廈(10層含以下有電梯),23.82,0,0,0,無,有,3300000,138539,,17.17,0.0,0.0,有
北投區,幽雅路７號十樓,9.47,都市：其他:市場用地(公共設施用地)。59/7/4,1100107,0980205,土地1建物1車位0,十層,住宅大樓(11層含以上有電梯),58.46,0,1,1,有,有,7250000,124016,,34.05,2.87,0.0,有
內湖區,民權東路六段２１０巷２１弄７號二樓,7.55,都市：其他:第一種商業區。,1100130,1081111,土地1建物1車位1,二層,華廈(10層含以下有電梯),59.18,1,1,1,有,有,14180000,239608,塔式車位,23.65,2.25,5.48,有
中山區,民生西路３０號十一樓之１,7.6,都市：其他:第三種商業區。,1100107,0760722,土地3建物1車位0,十一層,住宅大樓(11層含以上有電梯),64.27,1,1,1,有,有,12470000,194025,,50.32,0.0,0.0,有
萬華區,漢口街二段２７號四樓之１,6.93,都市：其他:第四種商業區。,1100105,1001125,土地1建物1車位0,四層,住宅大樓(11層含以上有電梯),100.13,2,1,2,有,有,21250000,212224,,55.46,0.82,5.81,有
萬華區,康定路８２號三樓,10.02,都市：其他:第四種商業區。,1100106,1020528,土地1建物1車位1,三層,住宅大樓(11層含以上有電梯),149.76,3,2,2,有,有,24850000,172983,升降機械,81.15,1.02,7.09,有
文山區,景文街９２號八樓之２,8.53,都市：其他:第三種商業區。,1100104,0870220,土地1建物1車位0,八層,華廈(10層含以下有電梯),65.71000000000001,0,1,1,有,有,12300000,187186,,44.27,0.0,4.08,有
北投區,明德路３８巷２０號三樓,43.93,都市：其他:第三種住宅區。,1100103,1040203,土地1建物1車位4,三層,華廈(10層含以下有電梯),282.5,4,2,2,有,有,46500000,164602,升降機械,106.95,6.37,14.59,有
大安區,仁愛路四段４０８巷２２號六樓,30.41,都市：其他:第四種住宅區。,1100123,1011113,土地1建物1車位1,六層,住宅大樓(11層含以上有電梯),231.37,3,2,2,有,有,82000000,354411,坡道平面,113.14,4.92,11.3,有
