鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
大安區,房地(土地+建物),忠孝東路三段３０３號八樓之５,5.97,商,,,1090909,土地2建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720107,55.87,2,2,1,有,有,13500000,241632,,0.0,0,,RPTNMLKMRHPFFFA98EA,40.41,0.0,0.0,有,
中山區,房地(土地+建物),雙城街３８之１號五樓,22.92,商,,,1090902,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690811,133.62,3,2,2,有,無,24000000,179614,,0.0,0,,RPXNMLOLRHPFFCA76EA,109.6,0.0,9.75,有,
萬華區,房地(土地+建物),漢中街１３１號九樓之３,4.95,商,,,1090907,土地2建物1車位0,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780112,48.83,1,1,1,有,有,9600000,196600,,0.0,0,,RPQOMLSLRHPFFBA09EA,33.86,0.0,8.78,有,
萬華區,房地(土地+建物)+車位,成都路１０６號十二樓之６,4.59,商,,,1090903,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961025,62.1,1,1,1,有,有,11360000,182931,升降機械,0.0,0,,RPUPMLOLRHPFFBA56EA,31.04,1.02,2.58,有,
內湖區,房地(土地+建物)+車位,金湖路１２５號十五樓,78.93,住,,,1090910,土地1建物1車位4,十五層，十六層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1011121,645.72,0,0,0,無,有,173600000,317215,坡道平面,141.32,13600000,,RPTPMLOKRHPFFCA98DA,364.26,6.47,8.98,有,
中正區,房地(土地+建物)+車位,延平南路６７號十三樓,9.56,商,,,1090905,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1070119,120.58000000000001,0,0,0,無,有,28880000,289272,升降機械,29.04,2400000,,RPVOMLOLRHPFFBA09DA,53.12,0.0,6.01,有,
大同區,房地(土地+建物),重慶北路二段１２號,8.4,商,,,1090914,土地1建物1車位0,全,三層,透天厝,住商用,加強磚造,,21.11,0,0,0,無,無,9600000,454761,,0.0,0,,RPVNMLOLRHPFFBA98DA,21.12,0.0,0.0,無,
內湖區,房地(土地+建物),內湖路三段６０巷１２弄４５號,27.07,住,,,1090908,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721015,94.86,3,2,2,有,無,15000000,158111,,0.0,0,,RPVQMLTJRHPFFCA07DA,80.24,11.65,0.0,無,
士林區,房地(土地+建物)+車位,德行西路８８號二樓之１,13.7,住,,,1090914,土地1建物1車位1,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090427,72.25,0,0,0,無,有,14270000,242039,升降機械,19.49,1500000,,RPXOMLOLRHPFFEA96DA,25.4,1.69,5.33,有,
北投區,房地(土地+建物)+車位,光明路２００號十二樓之１５,2.86,都市：其他:特定觀光商業專用區。,,,1090904,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0940322,41.36,1,1,1,有,有,5650000,136605,坡道機械,0.0,0,,RPPOMLPLRHPFFEA88DA,12.95,0.54,1.33,有,
北投區,房地(土地+建物)+車位,文化三路１７０號八樓,30.92,住,,,1090909,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080503,162.78,2,2,2,有,有,22500000,138223,坡道平面,32.29,0,,RPSPMLPLRHPFFEA76EA,68.71,6.76,8.15,有,
南港區,房地(土地+建物)+車位,經貿二路２５５巷９號十二樓,32.92,住,,,1090908,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991201,163.26,3,2,2,有,有,30500000,241442,坡道平面,47.29,2500000,,RPTPMLLLRHPFFDA98EA,65.57,3.19,8.06,有,
北投區,房地(土地+建物)+車位,磺港路１３０號六樓,39.11,住,,,1090909,土地1建物1車位3,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030619,335.17999999999995,3,2,2,有,有,44680000,133302,坡道平面,99.33,0,,RPUNMLQLRHPFFEA76DA,175.27,11.67,13.54,有,
士林區,房地(土地+建物)+車位,環河北路三段２０７號十一樓,28.94,住,,,1090901,土地2建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061214,214.51,4,2,2,有,有,24600000,114680,升降機械,13.32,0,,RPOPMLOLRHPFFEA78DA,109.65,10.43,12.12,有,
文山區,房地(土地+建物)+車位,辛亥路四段１６６巷２９號六樓,20.73,住,,,1090908,土地1建物1車位1,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1071026,107.16,2,2,1,有,有,19100000,209834,坡道機械,26.62,2200000,,RPQVMLOLRHPFFAA56DA,47.07,3.31,3.38,有,
文山區,房地(土地+建物)+車位,木新路二段２９９巷７弄１０號四樓,36.31,住,,,1090906,土地1建物1車位1,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790317,131.02,3,2,2,有,無,15150000,115640,坡道平面,0.0,0,,RPVOMLSLRHPFFAA76DA,107.65,4.94,7.28,無,
中正區,房地(土地+建物),延平南路６７之１號十一樓,6.71,商,,,1090907,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1070119,68.56,0,0,0,無,有,19000000,277130,,0.0,0,,RPQNMLQLRHPFFBA68DA,38.26,0.0,5.99,有,
中正區,房地(土地+建物),延平南路６７號十一樓,8.96,商,,,1090912,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1070119,91.53999999999999,0,0,0,無,有,25700000,280752,,0.0,0,,RPSNMLQLRHPFFBA88DA,53.12,0.0,6.01,有,
中山區,房地(土地+建物),民權東路二段７１巷１４號四樓,23.0,住,,,1090907,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0571113,64.95,3,1,1,有,無,10600000,163202,,0.0,0,,RPVNMLQLRHPFFCA66DA,62.32,0.0,2.63,無,
內湖區,房地(土地+建物),環山路三段１６巷３弄４號四樓,30.97,住,,,1090919,土地4建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691231,105.4,4,0,4,有,無,16000000,151803,,0.0,0,,RPUOMLSLRHPFFCA86DA,90.2,0.0,15.2,無,
萬華區,房地(土地+建物)+車位,西園路一段１１５號五樓之１,15.49,商,,,1090913,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080528,187.4,3,2,2,有,有,25000000,154370,坡道平面,43.59,2800000,,RPPOMLTLRHPFFBA09EA,88.19,1.96,6.16,有,
信義區,房地(土地+建物)+車位,松信路５０巷１０號五樓,56.13,住,,,1090902,土地1建物1車位3,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1021206,384.03,3,2,3,有,有,68000000,177069,坡道平面,0.0,3300000,,RPTOMLSLRHPFFDA96EA,148.94,12.03,17.94,有,
信義區,房地(土地+建物)+車位,基隆路二段１７７號三樓之３,6.31,商,,,1090909,土地2建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990901,93.46000000000001,1,1,1,有,有,20400000,218275,坡道機械,0.0,0,,RPWOMLRJIIPFFDA78EA,40.94,2.28,1.85,有,
北投區,房地(土地+建物),中山路２８之５號三樓,5.33,都市：其他:特定休閒旅館住宅專用區(另案擬訂定更新計畫地區)。,,,1090921,土地1建物1車位0,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701231,39.190000000000005,1,0,1,有,有,3800000,96964,,0.0,0,,RPOPMLQJQHPFFEA78EA,27.0,0.0,5.38,有,
內湖區,房地(土地+建物),康寧路一段２１４巷３號二樓,49.28,住,,,1090903,土地3建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691002,133.75,4,2,1,有,無,15000000,112150,,0.0,0,,RPOOMLSLRHPFFCA98EA,121.66,0.0,12.09,無,
萬華區,房地(土地+建物)+車位,中華路一段１８６號六樓,10.35,商,,,1090922,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991119,156.37,3,2,2,有,有,30000000,191853,坡道機械,0.0,0,,RPQNMLKMRHPFFBA28EA,80.98,4.93,10.59,有,
大安區,房地(土地+建物)+車位,仁愛路三段５３之８號二樓,99.27,住,,,1090901,土地2建物1車位2,二層,二十三層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0941005,635.4300000000001,5,2,4,有,有,425000000,784174,坡道平面,103.66,8000000,,RPWRMLTLRHPFFFA77DA,316.78,0.0,32.35,有,
北投區,房地(土地+建物)+車位,清江路１９６號三樓,43.83,住,,,1090903,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0871009,153.56,4,2,2,有,有,22500000,146523,坡道機械,0.0,0,,RPSPMLNJRHPFFEA88DA,106.26,0.0,11.93,有,
松山區,房地(土地+建物)+車位,延壽街３３０巷１８號七樓,56.68,住,,,1090910,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980320,211.14,4,2,2,有,有,46100000,218339,坡道平面,0.0,0,,RPPOMLLKRHPFFDA28DA,117.23,0.0,10.76,有,
內湖區,房地(土地+建物),港華街５２號二樓,34.61,住,,,1090902,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750813,105.3,3,2,2,有,無,16000000,151932,,0.0,0,,RPQRMLRKRHPFFCA56DA,93.87,0.0,9.02,無,
中山區,房地(土地+建物),建國北路一段３３巷４７號四樓,33.1,商,,,1090906,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671229,125.42,1,4,1,有,無,19500000,155478,,0.0,0,,RPSRMLSLRHPFFCA96DA,102.47,0.0,22.95,無,
文山區,房地(土地+建物)+車位,忠順街二段８５巷１１號十二樓,21.44,住,,,1090908,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090213,178.99,3,2,2,有,有,30500000,198657,坡道平面,36.03,2100000,,RPPOMLTLRHPFFAA88DA,79.4,1.48,13.65,有,
大同區,房地(土地+建物),重慶北路三段２３６巷５弄２號五樓之１,13.19,住,,,1090912,土地2建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1081017,67.98,1,1,1,有,無,11900000,175051,,0.0,0,,RPPNMLNKRHPFFBA18DA,31.28,3.98,3.91,有,
內湖區,房地(土地+建物)+車位,南京東路六段１５０號六樓之２,21.56,住,,,1090911,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951205,100.59,2,2,1,有,有,16500000,164032,坡道機械,8.62,0,,RPROMLOKRHPFFCA68DA,54.99,0.0,6.3,有,
大安區,房地(土地+建物),忠孝東路四段６０號十樓,12.88,商,,,1090907,土地1建物1車位0,十層，陽台,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.35999999999999,4,2,2,有,有,34700000,252621,,0.0,0,,RPQNMLKMRHPFFFA58DA,128.23,0.0,0.0,有,
中山區,房地(土地+建物),北安路８２９號六樓之９,5.64,住,,,1090901,土地2建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991224,44.66,1,0,1,有,有,11200000,250784,,0.0,0,,RPWNMLKMRHPFFCA98EA,23.3,0.79,3.62,有,
松山區,房地(土地+建物),民生東路五段１３７巷２號十一樓之５,14.81,商,,,1090912,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0660119,130.46,3,2,2,有,有,27500000,210793,,0.0,0,,RPTNMLPJIIPFFDA18EA,110.06,0.0,0.0,有,
北投區,房地(土地+建物),光明路２００號十四樓之１９,2.59,都市：其他:特定觀光商業專用區。,,,1090918,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0940322,24.73,1,0,1,有,有,3998888,161702,,0.0,0,,RPPPMLKMRHPFFEA68EA,12.95,0.57,1.33,有,
大安區,房地(土地+建物),瑞安街２０８巷２４弄６號五樓,25.6,住,,,1090913,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,92.14,3,2,2,有,無,21600000,234426,,0.0,0,,RPTNMLQJIIPFFFA48EA,86.4,0.0,5.74,無,
北投區,房地(土地+建物),文林北路８０巷３８弄１５號,30.67,住,,,1090901,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0621102,63.0,2,1,1,有,無,9300000,147619,,0.0,0,,RPPRMLPJIIPFFEA28EA,63.0,0.0,0.0,無,
中山區,房地(土地+建物)+車位,民權東路二段３２號七樓,26.42,商,,,1090902,土地2建物1車位2,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020206,285.28999999999996,0,1,2,有,有,54000000,247650,坡道平面,87.42,5000000,,RPTPMLMLRHPFFCA98EA,114.7,5.3,12.31,有,
內湖區,房地(土地+建物),內湖路三段６０巷４３號四樓,29.34,住,,,1090906,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740911,93.02,3,2,2,有,無,9800000,105354,,0.0,0,,RPPPMLPJIIPFFCA87EA,74.73,0.0,9.94,無,
文山區,房地(土地+建物),木柵路二段１０９巷１００弄５６號十樓,40.1,住,,,1090913,土地2建物1車位0,十層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850925,72.86,2,2,1,有,有,9800000,134505,,0.0,0,,RPSOMLQJIIPFFAA97EA,50.35,1.06,4.09,有,
南港區,房地(土地+建物)+車位,經貿二路２３５巷６７號八樓,35.68,住,,,1090902,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990409,171.64999999999998,3,1,1,有,有,35500000,206816,坡道平面,33.67,0,,RPUQMLPLRHPFFDA86DA,79.01,11.98,7.03,有,
大同區,房地(土地+建物),承德路三段２０８巷７５號四樓,19.11,住,,,1090905,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720630,104.17999999999999,3,2,2,有,有,19500000,187176,,0.0,0,,RPVNMLPJIIPFFBA08DA,80.31,0.0,12.54,有,
萬華區,房地(土地+建物)+車位,桂林路２６號五樓之１,16.09,商,,,1090905,土地1建物1車位1,五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030805,183.12,3,2,2,有,有,37380000,204128,坡道機械,14.94,0,,RPRPMLTJRHPFFBA09DA,96.21,6.85,10.34,有,
文山區,房地(土地+建物),景興路７３號,14.12,都市：其他:第三種住宅區。,,,1090918,土地6建物1車位0,一層，平台，騎樓,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,47.96,0,0,0,無,無,13000000,271059,,0.0,0,,RPRNMLPLRHPFFAA58DA,47.96,0.0,0.0,無,
文山區,房地(土地+建物)+車位,久康街１６９巷６號三樓,19.19,住,,,1090916,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090120,100.81,2,1,1,有,有,17700000,184500,坡道機械,17.07,2250000,,RPRPMLPJIIPFFAA77DA,45.73,2.36,3.79,有,
文山區,房地(土地+建物),興隆路三段６９號五樓之５,15.78,商,,,1090905,土地2建物1車位0,五層，電梯樓梯間,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851030,45.69,1,1,1,有,有,8880000,194353,,0.0,0,,RPRPMLQJIIPFFAA87DA,35.32,0.0,0.0,有,
文山區,房地(土地+建物)+車位,汀州路四段２７１號二樓,35.61,住,,,1090915,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991104,180.18,3,2,2,有,有,22500000,124875,坡道平面,0.0,0,,RPRNMLRJIIPFFAA77DA,96.26,0.0,11.11,有,
中山區,房地(土地+建物)+車位,五常街１１巷７號十五樓,13.57,住,,,1090911,土地2建物1車位1,十五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,123.16,2,1,1,有,有,24300000,252158,坡道平面,35.12,2100000,,RPQNMLLKRHPFFCA18DA,50.5,4.12,4.71,有,
內湖區,房地(土地+建物),內湖路一段６６１號十三樓之１,11.55,,,,1090905,土地1建物1車位0,十三層,十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0991123,84.99000000000001,2,1,1,有,有,23660000,278386,,0.0,0,,RPPNMLNJIIPFFCA37DA,52.99,1.85,1.5,有,
內湖區,房地(土地+建物)+車位,環山路二段２８號四樓之１３,47.94,住,,,1090907,土地2建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070928,96.45,2,1,1,有,有,17000000,176257,坡道機械,19.23,0,,RPPRMLQJIIPFFCA08DA,42.6,2.04,4.75,有,
內湖區,房地(土地+建物),新明路３１２巷２之７號二樓,22.31,住,,,1090910,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030108,95.46000000000001,1,1,1,有,有,12800000,134088,,0.0,0,,RPRSMLQJIIPFFCA38DA,44.71,6.91,9.3,有,
信義區,房地(土地+建物),信義路五段９７號二樓之２,16.78,都市：其他:特定業務區(信義計畫特定專用區)。,,,1090911,土地1建物1車位0,二層,二十七層,住宅大樓(11層含以上有電梯),辦公用,鋼骨鋼筋混凝土造,0961228,92.38,1,2,1,有,有,36600000,396233,,0.0,0,,RPUNMLTLRHPFFDA96DA,59.44,1.27,0.0,有,
北投區,房地(土地+建物)+車位,紗帽路１１６號七樓之７,23.36,都市：其他:陽明山國家公園區(請逕向陽明山國家公園管理處申請)。,,,1090911,土地1建物1車位1,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670114,224.64000000000001,2,2,2,有,有,15000000,66776,升降平面,50.64,0,,RPPRMLQKRHPFFEA56DA,170.14,0.0,18.82,有,
士林區,房地(土地+建物),小北街２８號八樓,21.39,商,,,1090917,土地1建物1車位0,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080212,86.31,1,1,1,有,有,23500000,272274,,0.0,0,,RPPNMLNLRHPFFEA58DA,42.72,10.17,0.0,有,
士林區,房地(土地+建物)+車位,德行西路８８號三樓之６,15.56,住,,,1090922,土地1建物1車位1,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090427,80.48,1,1,1,有,有,17880000,268569,升降機械,19.49,1500000,,RPPNMLOJIIPFFEA67DA,31.53,2.88,3.43,有,
士林區,房地(土地+建物),德行西路８８號五樓之６,15.49,住,,,1090923,土地1建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090427,60.99,0,0,0,無,有,15680000,257091,,0.0,0,,RPQNMLOJIIPFFEA77DA,31.53,2.88,3.43,有,
士林區,房地(土地+建物)+車位,德行西路８８號三樓之５,18.09,住,,,1090925,土地1建物1車位1,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090427,91.03999999999999,2,1,1,有,有,20850000,270440,升降機械,19.49,1500000,,RPRNMLOJIIPFFEA87DA,35.64,4.0,5.0,有,
士林區,房地(土地+建物),德行西路８８號三樓之３,13.57,住,,,1090923,土地1建物1車位0,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090427,50.72,1,1,1,有,有,13500000,266167,,0.0,0,,RPSNMLOJIIPFFEA97DA,27.84,0.0,2.68,有,
士林區,房地(土地+建物),德行西路８８號七樓之２,13.57,住,,,1090925,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090427,52.81999999999999,0,0,0,無,有,13620000,257857,,0.0,0,,RPTNMLOJIIPFFEA08DA,27.84,2.1,2.68,有,
士林區,房地(土地+建物)+車位,德行西路８８號七樓之１,18.09,住,,,1090926,土地1建物1車位1,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090427,91.03999999999999,0,0,0,無,有,20050000,259259,升降機械,19.49,1500000,,RPUNMLOJIIPFFEA18DA,35.64,4.0,5.0,有,
文山區,房地(土地+建物),興隆路三段１５２巷８號十樓,11.53,住,,,1090905,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090115,95.02,2,2,1,有,有,20300000,213639,,0.0,0,,RPTOMLQJIIPFFAA08EA,50.19,7.99,5.8,有,
中正區,房地(土地+建物),金門街２４巷３５號四樓,7.06,住,,,1090901,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740904,89.14,3,2,1,有,無,17500000,196320,,0.0,0,,RPWOMLQJIIPFFAA38EA,74.88,0.0,7.95,有,
中正區,房地(土地+建物),師大路１７０號三樓之２,6.11,住,,,1090918,土地2建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0670117,64.78,1,1,1,有,有,10180000,157147,,0.0,0,,RPPNMLRJIIPFFAA67EA,48.17,0.0,8.13,有,
內湖區,房地(土地+建物)+車位,星雲街１６５號十一樓之５,12.93,,,,1090901,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880901,87.94,2,1,1,有,有,15800000,179668,坡道機械,0.0,0,,RPVNMLRJIIPFFCA48EA,47.93,0.0,4.27,有,
信義區,房地(土地+建物),永吉路２７８巷２８弄３號三樓,28.5,住,,,1090912,土地1建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0621121,76.87,0,1,0,有,無,14800000,192533,,0.0,0,,RPQOMLPLRHPFFDA98EA,76.87,0.0,0.0,無,
信義區,房地(土地+建物),吳興街６００巷１３４號二樓,26.9,住,,,1090906,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780516,96.72,3,2,2,有,有,12300000,127171,,0.0,0,,RPROMLPLRHPFFDA09EA,81.61,0.0,11.89,無,
松山區,房地(土地+建物),八德路三段１０６巷７８之１號五樓,31.3,住,,,1090904,土地2建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701222,155.72,4,2,2,有,無,30000000,192653,,0.0,0,,RPVNMLQJIIPFFDA48EA,113.41,0.0,15.8,有,
松山區,房地(土地+建物),復興北路３１３巷１９之２號,6.81,住,,,1090907,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740507,27.75,1,1,1,有,無,8500000,306306,,0.0,0,,RPPPMLPJIIPFFDA97EA,20.38,0.0,0.0,無,
南港區,房地(土地+建物),福德街３７３巷３１號十四樓,22.2,住,,,1090909,土地1建物1車位0,十四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870521,130.92,3,2,1,有,有,16600000,126795,,0.0,0,,RPTOMLRJIIPFFDA48EA,70.38,0.0,8.0,有,
大同區,房地(土地+建物),重慶北路二段７３巷１３號三樓,14.0,商,,,1090929,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0621031,46.79,2,1,1,有,無,5500000,117546,,0.0,0,,RPWPMLMKIIPFFBA28EA,46.79,0.0,0.0,無,
內湖區,房地(土地+建物),新明路３１２巷２之７號六樓,9.84,住,,,1090909,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030108,56.46,1,1,2,有,有,11080000,196245,,0.0,0,,RPOQMLQJIIPFFCA97EA,19.96,14.58,6.8,有,
內湖區,房地(土地+建物)+車位,康樂街７２巷１７弄２９之２號八樓,27.21,住,,,1090923,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0871020,118.2,2,1,1,有,有,14500000,122673,坡道平面,30.45,0,,RPORMLRJIIPFFCA18EA,60.08,1.12,8.44,有,
中山區,房地(土地+建物),林森北路３０８號五樓之５,4.52,商,,,1090914,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0990409,47.56,1,1,1,有,有,9820000,206476,,0.0,0,,RPVOMLSJIIPFFCA68EA,26.77,0.0,3.88,有,
中正區,房地(土地+建物)+車位,臨沂街１０巷３號六樓之１,21.45,住,,,1090904,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090303,112.53999999999999,2,2,1,有,有,36000000,414855,其他,32.03,2600000,,RPSNMLNKQHPFFBA48EA,47.0,0.0,4.96,有,
萬華區,房地(土地+建物)+車位,西昌街５５號三樓,18.22,住,,,1090914,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090325,111.8,2,1,1,有,無,18970000,182989,其他,16.33,1500000,,RPPNMLRJIIPFFBA77EA,49.44,1.62,9.66,有,
萬華區,房地(土地+建物),西園路二段３７２巷２３弄２１號四樓,15.34,住,,,1090917,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650820,51.41,2,1,1,有,無,5000000,97257,,0.0,0,,RPPNMLMKIIPFFBA37EA,41.68,0.0,4.68,無,
大安區,房地(土地+建物),和平東路一段１９１號七樓之２,4.52,商,,,1090906,土地2建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071224,46.980000000000004,0,0,0,無,有,15060000,320562,,0.0,0,,RPXOMLQLRHPFFFA27DA,25.62,1.2,1.69,有,
北投區,房地(土地+建物)+車位,知行路２９３巷１６號四樓之８,15.0,住,,,1090920,土地1建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980717,88.72,2,1,1,有,有,10190000,114856,坡道機械,19.09,0,,RPQNMLRJIIPFFEA08DA,40.11,0.0,4.21,有,
松山區,房地(土地+建物)+車位,八德路三段１６５號三樓之２,8.2,商,,,1090929,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070331,128.24,2,1,2,有,有,34250000,354042,坡道機械,39.55,2850000,,RPWNMLTLRHPFFDA17DA,51.82,3.11,4.77,有,
中山區,房地(土地+建物),中山北路二段１２８巷９號六樓之１,10.46,住,,,1090918,土地1建物1車位0,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000921,56.01,1,1,1,有,有,13100000,233887,,0.0,0,,RPWRMLQJIIPFFCA78DA,30.99,1.24,3.2,有,
中山區,房地(土地+建物)+車位,南京東路二段１０８號八樓之１７,3.34,商,,,1090913,土地3建物1車位1,八層,十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0990917,67.91999999999999,1,1,1,有,有,14980000,220554,升降機械,19.26,0,,RPPNMLRJIIPFFCA77DA,27.68,1.36,3.44,有,
中山區,房地(土地+建物)+車位,松江路４２８號十五樓之３,18.29,住,,,1090911,土地4建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951221,172.44,2,2,2,有,有,39800000,230805,坡道平面,39.47,0,,RPPOMLSLRHPFFCA98DA,84.66,1.1,8.79,有,
