鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
北投區,房地(土地+建物),臺北市北投區知行路４８巷４號二樓,24.66,住,,,1080103,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760507,92.79,3,2,1,有,無,8500000,91605,,0.0,0,,RPQNMLTLJHOFFEA28CA,74.79,0.0,9.19,,
內湖區,房地(土地+建物),臺北市內湖區康寧路三段７５巷１７５弄３６號,133.52,住,,,1080105,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0780925,295.39,5,2,3,有,無,37000000,125258,,0.0,0,,RPPQMLPLJHOFFCA87CA,192.92,89.78,11.18,,
中山區,房地(土地+建物),臺北市中山區撫順街2號5樓之1,5.98,商,,,1080104,土地1建物1車位0,五層,九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840823,39.5,0,0,0,無,有,6800000,172152,,0.0,0,,RPVNMLMLJHOFFCA87CA,28.82,0.67,0.0,,
內湖區,房地(土地+建物),臺北市內湖區民權東路六段146號十樓之24,3.57,商,,,1080111,土地1建物1車位0,十層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0960621,34.92,1,1,1,有,有,8000000,229095,,0.0,0,,RPOVMLPLJHOFFCA28CA,15.42,0.0,6.55,,
士林區,房地(土地+建物)+車位,臺北市士林區延平北路五段７３號７樓,11.04,商,,,1080103,土地2建物1車位1,七層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,1060113,103.06,1,1,1,有,有,15350000,176522,升降機械,22.9,1200000,,RPQOMLNKKHOFFEA77CA,37.17,9.92,4.81,,
內湖區,房地(土地+建物),臺北市內湖區康樂街111巷60號,22.88,住,,,1080115,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0730210,38.66,7,2,3,有,無,5460000,141231,,0.0,0,,RPRNMLMLJHOFFCA57DA,28.76,6.16,3.74,,
內湖區,房地(土地+建物),臺北市內湖區康樂街111巷60號,22.88,住,,,1080115,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0730210,38.66,7,2,3,有,無,5460000,141231,,0.0,0,,RPSNMLMLJHOFFCA67DA,28.76,6.16,3.74,,
松山區,房地(土地+建物),臺北市松山區八德路四段４４５號八樓之７,3.74,商,,,1080103,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970205,38.51,1,1,1,有,有,7500000,194755,,0.0,0,,RPVPMLMLJHOFFDA18CA,20.57,0.75,2.24,,
南港區,房地(土地+建物),臺北市南港區向陽路１６２巷３號三樓之１,28.65,住,,,1080112,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960906,87.94,2,1,1,有,有,15800000,179668,,0.0,0,,RPPQMLLMJHOFFDA67CA,57.06,0.0,5.91,,
中山區,房地(土地+建物),臺北市中山區松江路４２號九樓之２,2.23,商,,,1080104,土地1建物1車位0,九層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0670823,30.73,1,0,1,有,有,6500000,211520,,0.0,0,,RPUPMLKMJHOFFCA87CA,20.6,0.0,3.57,,
文山區,房地(土地+建物),臺北市文山區興隆路一段２５１巷２弄５號四樓,29.75,住,,,1080108,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,83.77,3,2,2,有,無,12000000,143249,,0.0,0,,RPWNMLLMJHOFFAA77CA,83.77,0.0,0.0,,
文山區,房地(土地+建物),臺北市文山區忠順街二段４７之１號四樓,19.21,住,,,1080117,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730711,108.19999999999999,3,2,2,有,有,11200000,103512,,0.0,0,,RPXNMLLMJHOFFAA87CA,68.24,0.0,16.39,,
中正區,房地(土地+建物),臺北市中正區忠孝西路一段５０號十八樓之１１,2.53,商,,,1080117,土地1建物1車位0,十八層,二十七層,套房(1房1廳1衛),住家用,鋼骨混凝土造,0790815,45.83,0,0,0,無,有,9700000,211652,,0.0,0,,RPUNMLNKKHOFFBA77CA,29.12,0.0,3.34,,
內湖區,房地(土地+建物),臺北市內湖區康樂街１２５巷４之１號二樓,25.75,住,,,1080107,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701231,92.43,3,2,1,有,無,10600000,114681,,0.0,0,,RPUOMLMKLHOFFCA97CA,77.65,0.0,14.78,,
北投區,房地(土地+建物),臺北市北投區光明路６８號五樓之７,3.23,商,,,1080106,土地1建物1車位0,五層,二十三層,套房(1房1廳1衛),住家用,鋼骨鋼筋混凝土造,0961116,36.15,1,1,1,有,有,7000000,193638,,0.0,0,,RPRNMLMKKHOFFEA67CA,20.54,0.62,2.39,,
士林區,房地(土地+建物)+車位,臺北市士林區承德路四段１７９巷７號二樓,90.09,住,,,1080108,土地1建物1車位2,電梯樓梯間，二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860630,630.69,3,2,2,有,有,62000000,98305,坡道平面,59.1,0,,RPWNMLSKKHOFFEA78CA,282.66,218.46,18.33,,
北投區,房地(土地+建物),臺北市北投區自強街１５２號二樓,31.18,商,,,1080110,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700508,124.83000000000001,4,2,2,有,無,15680000,125611,,0.0,0,,RPPOMLSLJHOFFEA18CA,105.71,0.0,11.72,,
士林區,房地(土地+建物),臺北市士林區德行東路１９０巷３０弄５之２號２樓,27.49,住,,,1080106,土地5建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,壁式預鑄鋼筋混凝土造,0680209,102.72,3,2,2,有,無,16730000,162870,,0.0,0,,RPSNMLQLJHOFFEA28DA,89.64,0.0,13.08,,
士林區,房地(土地+建物),臺北市士林區天母北路９巷５號,10.71,住,,,1080103,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681203,30.63,3,2,2,有,無,8210000,268038,,0.0,0,,RPRPMLOLJHOFFEA08CA,27.62,3.02,0.0,,
北投區,房地(土地+建物),臺北市北投區石牌路二段３１５巷８號五樓之９,16.63,住,,,1080111,土地2建物1車位0,五層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840619,43.300000000000004,1,0,1,有,有,7400000,170901,,0.0,0,,RPTNMLLMJHOFFEA87CA,30.17,0.0,0.0,,
南港區,房地(土地+建物),臺北市南港區研究院路一段99號13樓之1,13.82,商,,,1080101,土地1建物1車位0,十三層，電梯樓梯間,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871109,108.07,3,2,2,有,有,18680000,172851,,0.0,0,,RPPOMLOLJHOFFDA67CA,82.25,1.16,8.67,,
中山區,房地(土地+建物)+車位,臺北市中山區吉林路2號2樓之2,33.53,商,,,1080110,土地2建物1車位2,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990906,316.45000000000005,4,2,2,有,有,64280000,245030,坡道平面,74.52,5000000,,RPRNMLRLJHOFFCA97CA,147.31,1.91,12.9,,
大同區,房地(土地+建物)+車位,臺北市大同區民權西路３００號４樓之７,10.2,其他,,,1080109,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060314,117.88,2,2,1,有,有,20000000,169664,升降機械,19.05,0,,RPWNMLLJKHOFFBA67CA,56.4,4.65,5.34,,
中正區,房地(土地+建物),臺北市中正區?門街８１巷１２之３號二樓,56.0,住,,,1080101,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),,加強磚造,,129.41,4,2,2,有,無,18000000,139093,,0.0,0,,RPTOMLKMJHOFFAA47CA,129.41,0.0,0.0,,
中山區,房地(土地+建物)+車位,臺北市中山區市民大道三段１６９號四樓之２及１６９號,10.08,住,,,1080110,土地1建物1車位1,四層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970602,75.16,1,1,1,有,有,11000000,146354,升降機械,16.63,0,,RPXNMLMKKHOFFCA08CA,25.28,4.94,3.41,,
內湖區,房地(土地+建物),臺北市內湖區陽光街２１４號七樓,42.01,住,,,1080106,土地2建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730131,112.36,3,2,2,有,有,15880000,141331,,0.0,0,,RPUQMLKMJHOFFCA97CA,76.27,0.0,7.32,,
信義區,房地(土地+建物),臺北市信義區松山路２９２巷３號,85.0,商,,,1080110,土地1建物1車位0,全,三層,透天厝,住商用,加強磚造,0590224,139.39,5,1,3,有,無,71680000,514241,,0.0,0,,RPXNMLSLJHOFFDA78CA,139.39,0.0,0.0,,
大安區,房地(土地+建物),臺北市大安區敦化南路一段233巷31號八樓之6,5.67,住,,,1080117,土地1建物1車位0,八層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0760709,40.28,1,0,1,有,有,10800000,268123,,0.0,0,,RPUOMLKMJHOFFFA08CA,22.85,0.0,4.17,,
松山區,房地(土地+建物),臺北市松山區延吉街４８巷５號６樓,20.62,住,,,1080106,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670320,112.80000000000001,3,2,2,有,有,21480000,190426,,0.0,0,,RPQSMLSLJHOFFDA68DA,82.84,0.0,10.7,,
松山區,房地(土地+建物)+車位,臺北市松山區八德路四段445號七樓之21,4.86,商,,,1080103,土地2建物1車位1,七層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970205,59.16,1,1,1,有,無,9000000,152104,升降機械,0.05,0,,RPRNMLNKKHOFFDA77DA,22.29,1.57,2.66,,
大安區,房地(土地+建物),臺北市大安區信義路四段265巷21弄15號,38.0,住,,,1080103,土地1建物1車位0,一層，見其他登記事項,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,110.66,3,2,2,有,無,35200000,318091,,0.0,0,,RPTNMLRLKHOFFFA68DA,110.66,0.0,0.0,,
大安區,房地(土地+建物),臺北市大安區金山南路二段２號九樓之１,11.66,其他,,,1080108,土地3建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700619,124.83,2,2,1,有,有,28500000,228311,,0.0,0,,RPQNMLMLKHOFFFA77CA,98.54,0.0,8.85,,
中山區,房地(土地+建物),臺北市中山區吉林路９８巷２７號,8.53,住,,,1080104,土地3建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0570417,30.93,3,2,2,有,無,4800000,155189,,0.0,0,,RPUOMLTLJHOFFCA58CA,30.93,0.0,0.0,,
中山區,房地(土地+建物),臺北市中山區長安東路一段５３巷１之５號五樓之３,6.78,商,,,1080117,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670502,39.2,1,1,1,有,有,4300000,109694,,0.0,0,,RPVRMLKMJHOFFCA18CA,27.94,0.0,4.03,,
萬華區,房地(土地+建物),臺北市萬華區富民路１４５巷３５弄１１號,23.75,住,,,1080115,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0591207,66.45,0,0,0,無,無,12800000,192626,,0.0,0,,RPWNMLKMJHOFFBA77CA,66.45,0.0,0.0,,
萬華區,房地(土地+建物),臺北市萬華區青年路１００號三樓,9.13,住,,,1080113,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640403,31.37,1,1,1,有,無,4530000,144405,,0.0,0,,RPPOMLMKKHOFFBA27CA,31.37,0.0,0.0,,
大同區,房地(土地+建物),臺北市大同區南京西路３６０之２號十四樓之８,3.12,其他,,,1080114,土地1建物1車位0,十四層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0671107,32.58,0,0,0,無,有,4700000,144260,,0.0,0,,RPUNMLMKKHOFFBA67CA,22.81,0.0,3.21,,
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段１８０巷４２弄１３號１４樓之１,9.23,商,,,1080106,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070718,132.07,1,1,1,有,有,23400000,224651,坡道平面,41.04,2950000,,RPUOMLNKKHOFFCA97CA,53.18,2.99,4.2,,
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段１８０巷４２弄１１號１０樓之６,9.26,商,,,1080101,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070718,134.26,1,1,1,有,有,21200000,205964,坡道平面,41.04,2000000,,RPWOMLNKKHOFFCA18CA,54.29,3.84,4.4,,
中山區,房地(土地+建物)+車位,臺北市中山區松江路１７０巷１６號五樓,30.97,住,,,1080114,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970624,186.67000000000002,4,2,2,有,有,42550000,227942,坡道平面,0.0,0,,RPOQMLTLJHOFFCA18CA,106.63,7.21,7.67,,
北投區,房地(土地+建物)+車位,臺北市北投區公?路２３１巷７弄１９號三樓,26.7,住,,,1080114,土地1建物1車位1,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830924,113.38,2,1,1,有,有,11300000,99665,坡道平面,42.99,0,,RPVOMLLMJHOFFEA18CA,94.3,1.37,7.91,,
北投區,房地(土地+建物),臺北市北投區吉利街２５７巷５弄４號三樓之１,15.6,住,,,1080105,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640317,45.81,1,1,1,有,無,6000000,130976,,0.0,0,,RPOPMLLMJHOFFEA57CA,41.2,0.0,0.0,,
大安區,房地(土地+建物),臺北市大安區通化街１７６巷５之３號,60.75,住,,,1080107,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0581001,143.02,4,2,2,有,無,25000000,174801,,0.0,0,,RPQNMLSKLHOFFFA38CA,127.34,0.0,15.68,,
大安區,房地(土地+建物),臺北市大安區敦化南路一段２３３巷３６號五樓,32.28,住,,,1080123,土地3建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0770729,144.82,2,2,2,有,無,43000000,296920,,0.0,0,,RPPNMLKMJHOFFFA47CA,122.14,0.0,15.83,,
中山區,房地(土地+建物),臺北市中山區北安路４５８巷４７弄１８號４樓,12.64,住,,,1080116,土地1建物1車位0,四層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0961219,53.83,1,1,1,有,有,13880000,257849,,0.0,0,,RPOQMLLJKHOFFCA37DA,31.01,1.9,2.94,,
松山區,房地(土地+建物)+車位,臺北市松山區延壽街３３２號９樓,57.96,住,,,1080108,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980320,211.53,4,2,2,有,有,44500000,210372,坡道平面,0.0,3000000,,RPUPMLLJKHOFFDA97DA,117.23,0.0,10.76,,
信義區,房地(土地+建物),臺北市信義區福德街１６５巷７號三樓,30.5,住,,,1080111,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630806,88.76,3,2,1,有,無,13700000,154349,,0.0,0,,RPTSMLMKKHOFFDA28CA,88.76,0.0,0.0,,
信義區,房地(土地+建物),臺北市信義區和平東路三段１６９號九樓之１,9.1,商,,,1080119,土地2建物1車位0,九層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970205,45.09,1,1,1,有,有,10680000,236860,,0.0,0,,RPUSMLMKKHOFFDA38CA,26.21,0.73,3.23,,
松山區,房地(土地+建物),臺北市松山區三民路９５巷２４號二樓,32.75,住,,,1080105,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0601220,77.46,3,2,1,有,無,15400000,198812,,0.0,0,,RPUNMLOKKHOFFDA08CA,77.46,0.0,0.0,,
中山區,房地(土地+建物),臺北市中山區中山北路二段６５巷１８之１號三樓,24.25,商,,,1080115,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),,加強磚造,,82.47,2,2,1,有,無,12500000,151570,,0.0,0,,RPXPMLNKKHOFFCA38CA,82.47,0.0,0.0,,
大同區,房地(土地+建物),臺北市大同區西寧北路７３號六樓,10.99,其他,,,1080118,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0711111,87.47,2,1,1,有,無,12500000,142906,,0.0,0,,RPRNMLLMJHOFFBA37CA,62.67,0.0,19.3,,
大同區,房地(土地+建物),臺北市大同區南京西路18巷18之1號3樓,29.33,商,,,1080105,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),,加強磚造,,84.55,2,2,1,有,無,14950000,176818,,0.0,0,,RPOPMLLMJHOFFBA27CA,84.55,0.0,0.0,,
內湖區,房地(土地+建物),臺北市內湖區康樂街２０１巷１２號,23.2,住,,,1080111,土地1建物1車位0,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1061108,46.32,1,1,1,有,有,7600000,164076,,0.0,0,,RPRPMLLMJHOFFCA67CA,30.13,1.67,0.0,,
中山區,房地(土地+建物),臺北市中山區新生北路二段３８號十三樓之6,8.3,商,,,1080110,土地1建物1車位0,十三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850718,80.71,2,2,1,有,有,16250000,201338,,0.0,0,,RPOOMLNKKHOFFCA37CA,51.25,1.95,5.99,,
內湖區,房地(土地+建物),臺北市內湖區康樂街１６９號四樓,35.27,住,,,1080104,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0771107,112.27,3,2,2,有,無,11000000,97978,,0.0,0,,RPPPMLQLKHOFFCA97CA,90.19,0.75,10.72,,
北投區,房地(土地+建物),臺北市北投區復興二路６０巷２號五樓,52.79,住,,,1080112,土地3建物1車位0,五層，電梯樓梯間,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840321,73.99,2,2,1,有,有,8200000,110826,,0.0,0,,RPPNMLMKKHOFFEA47CA,59.39,5.13,4.48,,
北投區,房地(土地+建物)+車位,臺北市北投區行義路１４６巷４６號十一樓之３,30.32,其他,,,1080111,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860306,210.52,4,2,2,有,有,25000000,118754,坡道平面,40.99,0,,RPVPMLTKKHOFFEA98CA,110.45,4.6,8.68,,
信義區,房地(土地+建物),臺北市信義區忠孝東路四段５５９巷１８號五樓,7.12,住,,,1080114,土地1建物1車位0,五層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0820506,38.6,1,1,1,有,無,8200000,212435,,0.0,0,,RPWNMLOKKHOFFDA28CA,24.95,1.08,0.0,,
內湖區,房地(土地+建物)+車位,臺北市內湖區潭美街151號8樓,38.59,住,,,1080105,土地1建物2車位2,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960817,246.26,3,1,2,有,有,34500000,140090,坡道平面,0.0,0,,RPTPMLSKLHOFFCA58CA,132.14,3.09,10.33,,
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路６０號六樓之１,9.25,商,,,1080102,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000422,135.93,3,2,2,有,有,22300000,167068,坡道機械,11.43,1500000,,RPUOMLTKKHOFFBA48CA,72.47,1.9,9.08,,
文山區,房地(土地+建物)+車位,臺北市文山區汀州路四段２０５號十一樓,36.7,住,,,1080114,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991105,190.09,3,2,2,有,有,26300000,138356,坡道平面,0.0,0,,RPTOMLRLKHOFFAA18CA,103.03,0.0,11.77,,
文山區,房地(土地+建物),臺北市文山區木柵路二段137號三樓,40.33,住,,,1080112,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,磚造,,99.12,3,2,2,有,無,13000000,131154,,0.0,0,,RPRNMLMKKHOFFAA27CA,99.12,0.0,0.0,,
文山區,房地(土地+建物),臺北市文山區興隆路二段２２０巷５３弄２４號三樓,25.53,住,,,1080429,土地5建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680716,94.58,3,2,2,有,無,11500000,121590,,0.0,0,,RPRNMLPKNHOFFAA87CA,78.95,0.0,15.63,,
中山區,房地(土地+建物),臺北市中山區新生北路1段108之3號10樓之12,3.12,商,,,1080402,土地6建物1車位0,十層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0671002,22.98,1,1,1,有,有,3000000,130548,,0.0,0,,RPPQMLNKNHOFFCA97CA,16.82,0.0,0.87,,
內湖區,房地(土地+建物),臺北市內湖區內湖路二段４２８號十一樓之１,9.0,商,,,1080418,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070327,89.27,2,1,1,有,有,20950000,234681,,0.0,0,,RPVOMLOKNHOFFCA48CA,47.73,2.25,6.6,,
中山區,房地(土地+建物),臺北市中山區松江路２６巷１３號四樓,29.0,住,,,1080403,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680628,100.29,2,1,1,有,無,16200000,161532,,0.0,0,,RPUOMLOLNHOFFCA48CA,86.73,0.0,13.56,,
松山區,房地(土地+建物),臺北市松山區民生東路四段９７巷６弄２４號二樓,83.75,住,,,1080406,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,100.0,4,2,3,有,無,27300000,273000,,0.0,0,,RPUQMLQKNHOFFDA88CA,100.0,0.0,0.0,,
信義區,房地(土地+建物)+車位,臺北市信義區信義路五段１５０巷457號四樓之2,25.61,住,,,1080408,土地1建物2車位1,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830715,107.53,2,1,1,有,有,16450000,152981,坡道平面,17.42,0,,RPXOMLOKOHOFFDA88CA,74.53,1.23,7.54,,
士林區,房地(土地+建物),臺北市士林區德行東路190巷32號2樓,35.95,住,,,1080419,土地5建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,壁式預鑄鋼筋混凝土造,0680209,129.66,3,2,2,有,無,17750000,136896,,0.0,0,,RPWNMLRKNHOFFEA98CA,116.04,0.0,13.62,,
北投區,房地(土地+建物),臺北市北投區行義路１８６巷１５之１號三樓,83.8,住,,,1080410,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780131,117.88,3,2,2,有,無,13500000,114523,,0.0,0,,RPQNMLTKNHOFFEA58CA,103.88,1.5,12.5,,
