鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
大同區,房地(土地+建物),臺北市大同區迪化街一段２８３號七樓,8.69,其他,,,1070102,土地1建物1車位0,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0760803,62.24,2,1,1,有,有,8071940,129691,,0.0,0,,RPRPMLLMJHNFFBA47CA,45.35,0.0,5.12,,
北投區,房地(土地+建物),臺北市北投區知行路３３６號五樓之６,4.91,其他,,,1070101,土地1建物1車位0,五層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0860122,33.57,1,1,1,有,有,3680000,109622,,0.0,0,,RPVPMLTJJHNFFEA68CA,17.58,1.08,2.62,,
北投區,房地(土地+建物),臺北市北投區永興路2段19號,79.0,住,,,1070104,土地1建物1車位0,全,,透天厝,住家用,加強磚造,0560627,99.12,0,0,0,無,無,11720672,118247,,0.0,0,,RPWOMLKKJHNFFEA97DA,99.12,0.0,0.0,,
大同區,房地(土地+建物),臺北市大同區重慶北路二段１９６號九樓之２,3.88,商,,,1070109,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0731116,43.4,1,2,1,有,有,8000000,184332,,0.0,0,,RPTOMLQKJHNFFBA87CA,31.97,0.0,0.0,,
北投區,房地(土地+建物),臺北市北投區西安街一段１８９號三樓之１,9.95,住,,,1070102,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼骨鋼筋混凝土造,1010320,55.76,2,1,1,有,有,12600000,225968,,0.0,0,,RPROMLTKJHNFFEA28CA,24.53,6.04,2.97,,
北投區,房地(土地+建物),臺北市北投區中山路47號八樓之10,5.78,其他,,,1070104,土地8建物1車位0,八層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0730419,32.44,1,1,1,有,有,2760000,85080,,0.0,0,,RPUPMLMKJHNFFEA97CA,18.18,0.0,4.5,,
信義區,房地(土地+建物),臺北市信義區信義路六段76巷8弄12-1號,21.17,住,,,1070111,土地1建物1車位0,一層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650315,85.67,2,1,1,有,無,17000000,198436,,0.0,0,,RPROMLQLJHNFFDA08DA,85.67,0.0,0.0,,
中山區,房地(土地+建物),臺北市中山區新生北路3段26號11樓之4,3.32,商,,,1070103,土地1建物1車位0,十一層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0700703,31.770000000000003,1,1,1,有,有,4800000,151086,,0.0,0,,RPUPMLMKJHNFFCA77CA,24.67,0.0,0.0,,
大同區,房地(土地+建物),臺北市大同區酒泉街３４之２號五樓,26.18,商,,,1070102,土地2建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710526,140.51,3,1,2,有,無,17800000,126681,,0.0,0,,RPPNMLSKJHNFFBA57CA,98.03,0.0,18.21,,
內湖區,房地(土地+建物),臺北市內湖區民權東路六段１５０之１號二樓之８,3.87,商,,,1070102,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980106,47.870000000000005,1,1,1,有,無,8900000,185920,,0.0,0,,RPUPMLRKJHNFFCA28CA,24.51,1.3,3.71,,
中山區,房地(土地+建物),臺北市中山區新生北路二段７６號十樓之３,3.66,商,,,1070104,土地1建物1車位0,十層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970925,32.0,1,0,1,有,有,5960000,186250,,0.0,0,,RPPNMLKLJHNFFCA96CA,19.42,1.29,0.0,,
松山區,房地(土地+建物),臺北市松山區民生東路五段１９０號十六樓之３,2.12,商,,,1070102,土地1建物1車位0,十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0721229,26.78,1,1,1,有,有,4910000,183346,,0.0,0,,RPVNMLTKJHNFFDA48CA,19.4,0.0,2.58,,
大安區,房地(土地+建物),臺北市大安區光復南路６８８號十樓之３,6.27,商,,,1070103,土地3建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060515,74.86,2,1,1,有,無,24480000,327010,,0.0,0,,RPSNMLMKKHNFFFA77CA,44.17,3.65,3.09,,
北投區,房地(土地+建物),臺北市北投區行義路１８６巷５５號五樓,10.96,住,,,1070104,土地1建物1車位0,五層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0731221,42.940000000000005,1,1,1,有,有,4300000,100140,,0.0,0,,RPQPMLTLJHNFFEA38CA,29.61,0.0,3.59,,
信義區,房地(土地+建物),臺北市信義區光復南路567號4樓之7,3.94,商,,,1070103,土地1建物1車位0,四層,十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0970822,42.989999999999995,1,1,1,有,有,13100000,304722,,0.0,0,,RPXNMLQKJHNFFDA38CA,25.95,0.0,1.93,,
中山區,房地(土地+建物)+車位,臺北市中山區建國北路一段１５０號十樓,6.24,其他,,,1070108,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990318,86.68,1,1,1,有,有,13200000,258858,升降平面,39.55,1000000,,RPPPMLSJKHNFFCA87CA,41.8,3.4,0.0,,
萬華區,房地(土地+建物),臺北市萬華區萬青街１６１號,11.75,住,,,1070103,土地1建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640403,36.4,0,0,0,無,無,7550000,207418,,0.0,0,,RPRPMLOLJHNFFBA67CA,36.4,0.0,0.0,,
南港區,房地(土地+建物),臺北市南港區玉成街４２巷１３號二樓,33.29,住,,,1070101,土地2建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,95.12,3,2,1,有,無,13906000,146194,,0.0,0,,RPSPMLRKJHNFFDA18CA,95.12,0.0,0.0,,
北投區,房地(土地+建物)+車位,臺北市北投區石牌路二段３５７巷３號九樓,64.6,住,,,1070103,土地1建物1車位2,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981224,365.53,0,0,0,無,有,60900000,166607,坡道平面,97.52,0,,RPSRMLRKJHNFFEA48CA,147.6,23.5,15.4,,
大同區,房地(土地+建物),臺北市大同區承德路三段247巷18號三樓,29.4,商,,,1070102,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650702,104.03,3,2,2,有,無,15100000,145150,,0.0,0,,RPQOMLRKJHNFFBA77DA,87.73,0.0,16.3,,
北投區,房地(土地+建物),臺北市北投區中和街４０號六樓之４６,3.01,商,,,1070104,土地1建物1車位0,六層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0690821,24.889999999999997,1,1,1,有,有,1800000,72318,,0.0,0,,RPUOMLPLJHNFFEA28CA,16.88,0.0,2.95,,
萬華區,房地(土地+建物)+車位,臺北市萬華區西寧南路125號十六樓之2,9.33,商,,,1070110,土地2建物1車位1,十六層,二十七層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1010320,210.69,3,2,2,有,有,41500000,196972,坡道平面,34.93,0,,RPTOMLOLJHNFFBA77CA,91.93,20.91,5.27,,
文山區,房地(土地+建物)+車位,臺北市文山區政大一街２３３號三樓,75.04,住,,,1070104,土地1建物1車位1,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1030910,176.36,3,2,2,有,有,22300000,126446,坡道平面,30.47,0,,RPSPMLPJKHNFFAA67CA,82.62,5.67,9.28,,
大同區,房地(土地+建物),臺北市大同區迪化街二段２６９號二樓,9.42,住,,,1070103,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,27.67,4,2,1,有,無,3800000,137333,,0.0,0,,RPPPMLTKJHNFFBA87CA,27.67,0.0,0.0,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段６０巷３７號四樓,35.18,住,,,1070102,土地1建物1車位2,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060407,285.26,3,2,2,有,有,52730000,211747,坡道平面,57.96,4600000,,RPUQMLRJKHNFFCA38CA,124.73,10.46,14.85,,
內湖區,房地(土地+建物),臺北市內湖區內湖路三段６０巷２９號九樓,24.9,住,,,1070102,土地1建物1車位0,九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060407,160.51999999999998,3,2,2,有,有,36420000,226888,,0.0,0,,RPUPMLRJKHNFFCA28CA,89.96,9.95,5.42,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段６０巷３３號七樓,31.62,住,,,1070102,土地1建物1車位2,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060407,257.68,3,2,2,有,有,48700000,217799,坡道平面,55.2,4600000,,RPPQMLRJKHNFFCA87CA,110.6,10.2,12.7,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段６０巷３３號八樓,31.62,住,,,1070102,土地1建物1車位2,八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060407,257.68,3,2,2,有,有,49310000,220812,坡道平面,55.2,4600000,,RPSQMLRJKHNFFCA18CA,110.6,10.2,12.7,,
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路二段３６７號十二樓之１,19.39,住,,,1070108,土地2建物1車位1,十二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860113,174.63,3,2,2,有,無,26000000,148886,坡道平面,24.93,0,,RPSOMLNLJHNFFCA67CA,86.18,5.54,12.05,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段６０巷３１號十六樓,25.3,住,,,1070108,土地1建物1車位1,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060407,186.6,3,2,2,有,有,44000000,259384,坡道平面,26.22,2400000,,RPTOMLNLJHNFFCA77CA,90.07,9.7,5.42,,
士林區,房地(土地+建物)+車位,臺北市士林區重慶北路四段２２２號七樓,14.24,住,,,1070102,土地2建物1車位1,七層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,1060413,109.87,1,1,1,有,有,20000000,206231,坡道機械,18.71,1200000,,RPROMLLMJHNFFEA67CA,47.03,5.02,8.27,,
士林區,房地(土地+建物)+車位,臺北市士林區重慶北路四段２２２號十三樓之１,13.25,住,,,1070103,土地2建物1車位1,十三層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,1060413,103.55000000000001,1,1,1,有,有,18700000,206271,坡道機械,18.71,1200000,,RPVOMLLMJHNFFEA08CA,47.1,4.59,4.44,,
松山區,房地(土地+建物),臺北市松山區八德路四段２４５巷３６號七樓之１,25.39,住,,,1070111,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0770708,152.95,3,2,2,有,有,42000000,274600,,0.0,0,,RPPOMLPLJHNFFDA67CA,107.73,2.2,14.87,,
信義區,房地(土地+建物),臺北市信義區信義路六段８１號三樓,25.88,住,,,1070101,土地4建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,104.91,3,2,2,有,無,19000000,181108,,0.0,0,,RPSOMLSJKHNFFDA18CA,88.79,0.0,16.12,,
萬華區,房地(土地+建物)+車位,臺北市萬華區環河南路三段１３５號四樓,28.76,住,,,1070122,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050419,217.83,3,2,3,有,有,27800000,129171,升降機械,13.45,1400000,,RPWNMLSLQHNFFBA09CA,116.12,5.14,14.26,,
中正區,房地(土地+建物)+車位,臺北市中正區臨沂街３３巷３３號６樓,35.6,住,,,1070103,土地1建物1車位3,六層，見其他登記事項,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030905,194.49,4,2,3,有,有,62500000,321353,升降機械,12.21,0,,RPWOMLLMJHNFFBA87CA,86.07,1.43,12.62,,
內湖區,房地(土地+建物),臺北市內湖區江南街１１７巷８弄２之１號二樓,29.23,住,,,1070102,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720523,113.26,3,2,2,有,無,15750000,139061,,0.0,0,,RPOPMLLMJHNFFCA27CA,88.21,0.0,14.32,,
大安區,房地(土地+建物),臺北市大安區光復南路６８８號四樓之５,3.28,商,,,1070109,土地3建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060515,39.269999999999996,1,0,1,有,無,12100000,308123,,0.0,0,,RPWNMLMKKHNFFFA18CA,23.19,0.0,3.51,,
北投區,房地(土地+建物)+車位,臺北市北投區石牌路一段１６６巷２８號８樓,13.23,住,,,1070111,土地1建物2車位1,八層,九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,1030911,71.35,1,1,1,有,有,15500000,217239,升降機械,12.73,0,,RPPNMLNKKHNFFEA47CA,29.6,5.78,0.0,,
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段４０５巷８９號４樓,49.46,住,,,1070110,土地1建物1車位2,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1060307,275.9,3,2,2,有,有,69950000,314337,升降平面,68.32,4700000,,RPUPMLLMJHNFFEA08CA,108.91,10.59,14.05,,
士林區,房地(土地+建物),臺北市士林區德行西路９３巷６弄１１號二樓,33.83,住,,,1070107,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680116,119.94,3,2,2,有,無,20200000,168418,,0.0,0,,RPVNMLRJKHNFFEA38CA,104.14,0.0,15.8,,
北投區,房地(土地+建物)+車位,臺北市北投區中央北路三段40巷34弄18號二樓,34.13,住,,,1070105,土地1建物1車位2,二層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010731,269.81,4,2,2,有,有,30500000,142828,坡道平面,65.84,1367458,,RPRPMLMJKHNFFEA67CA,121.26,8.66,9.98,,
大安區,房地(土地+建物)+車位,臺北市大安區敦南街88號十九樓,63.87,住,,,1070116,土地1建物1車位5,十九層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1051005,588.5,4,2,2,有,有,202000000,343246,坡道平面,148.0,0,,RPUNMLTLJHNFFFA68CA,244.0,23.55,26.85,,
文山區,房地(土地+建物)+車位,臺北市文山區新光路一段22之2號,45.75,住,,,1070108,土地1建物1車位1,一層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0791105,185.1,2,1,1,有,有,21500000,116153,坡道平面,39.74,0,,RPSNMLLMJHNFFAA37DA,58.36,67.19,0.0,,
中山區,房地(土地+建物)+車位,臺北市中山區長春路２８號６樓之１１,8.57,商,,,1070108,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990212,115.5,2,2,1,有,有,21880000,189437,塔式車位,0.0,0,,RPWOMLOLJHNFFCA18CA,53.1,3.12,5.86,,
文山區,房地(土地+建物),臺北市文山區興隆路二段１５３巷５弄４號二樓,31.88,住,,,1070106,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830105,101.28,3,2,2,有,無,13800000,136256,,0.0,0,,RPSPMLRJKHNFFAA87CA,69.24,0.88,8.83,,
文山區,房地(土地+建物)+車位,臺北市文山區萬芳路１０５巷１３、１５號九樓,116.52,住,,,1070103,土地5建物1車位2,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850215,251.26,5,1,3,有,有,35000000,139298,一樓平面,0.0,0,,RPVPMLPJKHNFFAA97CA,134.62,6.2,18.1,,
文山區,房地(土地+建物),臺北市文山區興隆路三段221巷6弄17號4樓,53.28,住,,,1070105,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690910,91.89,3,2,2,有,無,8200000,89237,,0.0,0,,RPUNMLPLJHNFFAA77CA,77.34,0.0,14.55,,
中正區,房地(土地+建物),臺北市中正區牯嶺街８４巷４號二樓,26.79,住,,,1070103,土地3建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740603,127.38000000000001,3,2,2,有,有,20180000,158424,,0.0,0,,RPQPMLPJKHNFFAA47CA,96.46,0.0,12.33,,
文山區,房地(土地+建物),臺北市文山區木柵路二段109巷100弄22之1號14樓,23.39,住,,,1070108,土地2建物1車位0,十四層,十七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850925,42.32,1,1,1,有,有,4500000,106333,,0.0,0,,RPUPMLQLJHNFFAA08CA,26.81,0.89,4.87,,
內湖區,房地(土地+建物)+車位,臺北市內湖區文湖街２１巷８１號３樓,47.41,住,,,1070115,土地1建物1車位3,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041015,369.58000000000004,3,2,3,有,有,52000000,164937,坡道平面,78.56,4000000,,RPWPMLTJKHNFFCA68CA,181.53,5.18,11.66,,
內湖區,房地(土地+建物),臺北市內湖區康寧路一段１７５巷１號,42.0,住,,,1070103,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0541204,50.38,1,1,1,有,無,18500000,367209,,0.0,0,,RPQTNLKMJHNFFCA87CA,50.38,0.0,0.0,,
松山區,房地(土地+建物),臺北市松山區民生東路五段１４３號十五樓之３,4.45,商,,,1070101,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720129,50.17,2,1,1,有,有,9900000,197329,,0.0,0,,RPVOMLOKKHNFFDA18CA,33.21,0.0,8.8,,
信義區,房地(土地+建物),臺北市信義區永吉路４４３巷５６號二樓,35.56,商,,,1070105,土地3建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,99.63,0,0,0,有,無,14170000,142226,,0.0,0,,RPTNMLQLJHNFFDA08CA,99.63,0.0,0.0,,
內湖區,房地(土地+建物),臺北市內湖區大湖山莊街１７９號３樓,36.49,住,,,1070105,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760611,106.5,3,2,2,有,無,15600000,146479,,0.0,0,,RPPNMLNJKHNFFCA27DA,86.08,2.18,9.12,,
信義區,房地(土地+建物),臺北市信義區吳興街583巷8弄34號,8.5,住,,,1070102,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造,0600101,23.68,3,2,2,有,無,2500000,105574,,0.0,0,,RPXPMLQLJHNFFDA78DA,23.67,0.0,0.0,,
內湖區,房地(土地+建物)+車位,臺北市內湖區康寧路三段１８７號３樓,10.86,商,,,1070106,土地1建物1車位1,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041030,85.32,1,2,1,有,有,15000000,190048,塔式車位,16.39,1900000,,RPTNMLNJKHNFFCA67DA,34.58,1.88,3.83,,
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段３６巷５號七樓,30.17,住,,,1070103,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050311,188.73000000000002,3,2,2,有,有,36000000,190749,坡道平面,0.0,0,,RPRNMLOJKHNFFEA67CA,84.56,6.28,10.02,,
士林區,房地(土地+建物),臺北市士林區中山北路六段１８６巷９弄１２號二樓,22.8,住,,,1070104,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681117,81.46,3,2,1,有,無,11500000,141174,,0.0,0,,RPQOMLKMJHNFFEA47CA,68.65,0.0,12.81,,
北投區,房地(土地+建物),臺北市北投區致遠一路一段１２４巷２０號,117.0,住,,,1070126,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0620919,144.84,0,0,0,無,無,58000000,400442,,0.0,0,,RPROMLMJLHNFFEA67CA,144.84,0.0,0.0,,
士林區,房地(土地+建物),臺北市士林區大北路７２號二樓,48.6,商,,,1070110,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680515,151.85,3,1,3,有,無,20500000,135002,,0.0,0,,RPOSMLLLKHNFFEA77CA,138.38,0.0,13.47,,
信義區,房地(土地+建物)+車位,臺北市信義區松信路５０巷８號四樓,53.76,住,,,1070104,土地1建物1車位2,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1021206,337.6,0,0,0,無,有,69900000,270172,坡道平面,89.98,3000000,,RPOOMLLLKHNFFDA27CA,142.81,12.39,17.94,,
內湖區,房地(土地+建物)+車位,臺北市內湖區港墘路２６巷１３號十樓,36.85,住,,,1070105,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840401,181.24,4,2,2,有,有,35800000,197528,坡道平面,0.0,1500000,,RPOOMLPJKHNFFCA37CA,115.96,2.72,13.93,,
中正區,房地(土地+建物),臺北市中正區中華路二段１４９號五樓,30.91,住,,,1070116,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680524,99.23,4,2,2,有,無,13800000,139071,,0.0,0,,RPOOMLMKKHNFFAA96CA,94.72,0.0,4.51,,
大同區,房地(土地+建物),臺北市大同區承德路三段５８號九樓之３,8.04,商,,,1070110,土地2建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720623,54.209999999999994,0,1,1,有,有,9500000,175244,,0.0,0,,RPXNMLLJKHNFFBA67CA,42.73,0.0,4.21,,
萬華區,房地(土地+建物),臺北市萬華區康定路２４號十樓之７,2.78,商,,,1070109,土地2建物1車位0,十層,十一層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0680507,25.24,0,0,0,無,有,3600000,142631,,0.0,0,,RPVPMLTLJHNFFBA58CA,16.42,0.0,2.76,,
萬華區,房地(土地+建物),臺北市萬華區雙園街１０７巷９號三樓,24.25,住,,,1070119,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0580317,68.25,3,1,1,有,無,6500000,95238,,0.0,0,,RPSOMLKMJHNFFBA37CA,68.25,0.0,0.0,,
中山區,房地(土地+建物),臺北市中山區龍江路２０９巷２３號四樓,37.5,住,,,1070108,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0591009,103.66,3,2,1,有,無,17920000,172873,,0.0,0,,RPOQMLLMJHNFFCA37CA,89.02,0.0,14.64,,
內湖區,房地(土地+建物),臺北市內湖區康寧路三段189巷67號二樓,32.01,住,,,1070104,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750203,119.71000000000001,3,2,2,有,有,14240000,118954,,0.0,0,,RPVOMLKMJHNFFCA77CA,99.12,0.54,7.79,,
松山區,房地(土地+建物),臺北市松山區南京東路五段５９巷２７弄１號,12.33,住,,,1070116,土地2建物1車位0,一層,三層,公寓(5樓含以下無電梯),,加強磚造,,17.6,3,1,1,有,無,7670000,435795,,0.0,0,,RPXPMLQJKHNFFDA58CA,17.6,0.0,0.0,,
松山區,房地(土地+建物),臺北市松山區八德路三段１２巷５弄１５號,7.78,住,,,1070116,土地1建物1車位0,一層，平台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0621229,27.88,3,2,2,有,無,9000000,322812,,0.0,0,,RPRPMLQJKHNFFDA97CA,27.89,0.0,0.0,,
松山區,房地(土地+建物),臺北市松山區八德路三段１２巷５弄１５號,7.78,住,,,1070116,土地1建物1車位0,一層，平台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0621229,27.88,3,2,2,有,無,9000000,322812,,0.0,0,,RPSPMLQJKHNFFDA08CA,27.89,0.0,0.0,,
松山區,房地(土地+建物),臺北市松山區南京東路五段５９巷２７弄１號,12.33,住,,,1070116,土地2建物1車位0,一層,三層,公寓(5樓含以下無電梯),,加強磚造,,17.6,3,1,1,有,無,7670000,435795,,0.0,0,,RPTPMLQJKHNFFDA18CA,17.6,0.0,0.0,,
松山區,房地(土地+建物),臺北市松山區南京東路五段５９巷２７弄１號,12.33,住,,,1070116,土地2建物1車位0,一層,三層,公寓(5樓含以下無電梯),,加強磚造,,17.6,3,1,1,有,無,7670000,435795,,0.0,0,,RPUPMLQJKHNFFDA28CA,17.6,0.0,0.0,,
信義區,房地(土地+建物),臺北市信義區永吉路120巷57弄8號,28.54,住,,,1070105,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740705,108.34,3,2,2,有,無,27000000,249215,,0.0,0,,RPROMLLJKHNFFDA37CA,84.73,7.82,0.0,,
文山區,房地(土地+建物),臺北市文山區和興路1號,30.75,住,,,1070114,土地1建物1車位0,一層，二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,73.16,2,2,2,有,無,13000000,177693,,0.0,0,,RPPNMLLJLHNFFAA96DA,73.16,0.0,0.0,,
北投區,房地(土地+建物),臺北市北投區溫泉路３７巷２６號６樓之６,18.64,住,,,1070107,土地2建物2車位0,六層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0941111,83.17999999999999,1,1,1,有,有,10800000,129839,,0.0,0,,RPWNMLOJLHOFFEA38CA,52.31,0.74,2.86,,
大安區,房地(土地+建物)+車位,臺北市大安區通安街８號二樓之１,14.49,商,,,1070114,土地3建物1車位1,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010503,100.45,3,2,2,有,無,30000000,298656,升降機械,0.0,0,,RPXNMLSJKHNFFFA78CA,42.9,6.84,2.75,,
南港區,房地(土地+建物),臺北市南港區忠孝東路六段２７８巷１２號二樓,31.25,住,,,1070112,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,93.11,3,2,2,有,無,16200000,173988,,0.0,0,,RPUQMLQJKHNFFDA38CA,93.11,0.0,0.0,,
大同區,房地(土地+建物)+車位,臺北市大同區環河北路二段２０５巷２號二樓之２,18.28,住,,,1070103,土地1建物1車位1,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0991028,103.03999999999999,2,2,2,有,有,18000000,174689,其他,2.55,0,,RPWOMLNLKHNFFBA08CA,56.42,9.86,6.05,,
中正區,房地(土地+建物)+車位,臺北市中正區八德路一段５號五樓之２,32.52,其他,,,1070103,土地2建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0770922,191.48,0,0,0,無,有,39250000,204972,坡道平面,28.36,0,,RPPPMLMKKHNFFBA27CA,113.89,0.0,24.94,,
萬華區,房地(土地+建物),臺北市萬華區雅江街１６號,132.5,住,,,1070119,土地4建物1車位0,全,一層,透天厝,,磚造,,56.1,0,0,0,無,無,47000000,837790,,0.0,0,,RPWOMLTJLHNFFBA58CA,55.27,0.83,0.0,,
中山區,房地(土地+建物),臺北市中山區新生北路二段３６號十四樓之６,6.07,商,,,1070124,土地1建物1車位0,十四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850718,61.709999999999994,2,1,1,有,有,12880000,208718,,0.0,0,,RPTQMLLMJHNFFCA87CA,37.28,1.21,7.06,,
中山區,房地(土地+建物)+車位,臺北市中山區明水路397巷7弄50號,17.85,住,,,1070110,土地1建物1車位1,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810618,86.57,1,1,1,有,有,16800000,194063,坡道平面,31.38,0,,RPQNMLPJKHNFFCA47CA,41.27,4.51,0.0,,
